"mall_or_street","mall_or_street_name","merchant_category","merchant_name","address"
"Street","Greenwood Avenue","RETAIL","DOGGIE DELIGHT ","26/28 GREENWOOD AVENUE SINGAPORE 289227"
"In-Mall & Building","Bedok Mall","RETAIL","DOLLARS & SCENT","311 NEW UPPER CHANGI ROAD #B1-34 SINGAPORE 467360"
"In-Mall & Building","Northpoint City","RETAIL","DOLLARS & SCENT","930 YISHUN AVENUE 2 #01-34 SINGAPORE 769098"
"In-Mall & Building","Northpoint City","RETAIL","DOLLARS & SCENT","1 NORTHPOINT DRIVE #B1-148 SINGAPORE 769098"
"Street","East Coast Road","RESTAURANT","DOMINO'S","29 EAST COAST ROAD SINGAPORE 428750"
"Street","East Coast Road","RESTAURANT","DOMINO'S","918 EAST COAST ROAD SINGAPORE 459111"
"Street","Kreta Ayer Road","RESTAURANT","DON DAE BAK","35 KRETA AYER ROAD SINGAPORE 089000"
"In-Mall & Building","Paya Lebar Quarter","RESTAURANT","DONBURI KING","10 PAYA LEBAR ROAD #03-26 SINGAPORE 409057"
"In-Mall & Building","Myvillage - Serangoon","RESTAURANT","DONG BISTRO PTE. LTD.","1 MAJU AVENUE #02-01 SINGAPORE 556679"
"Street","Telok Ayer Street","RESTAURANT","DONGQU","176 TELOK AYER STREET SINGAPORE 068624"
"In-Mall & Building","IMM Building","RETAIL","DONNA BEAUTY","2 JURONG EAST ST 21 #02-30 SINGAPORE 609601"
"Street","Bussorah Street","RETAIL","DOROS INTERNATIONAL","51 BUSSORAH STREET SINGAPORE 199449"
"Street","Arab Street","RETAIL","DOROS INTERNATIONAL","93 ARAB STREET SINGAPORE 199789"
"In-Mall & Building","Plaza Singapura","RETAIL","DORRA SLIMMING ","68 ORCHARD ROAD #04-57 SINGAPORE 238839"
"In-Mall & Building","Bedok Mall","RETAIL","DORRA SLIMMING ","311 NEW UPPER CHANGI ROAD #B1-48/49 SINGAPORE 467360"
"In-Mall & Building","Junction 8","RETAIL","DORRA SLIMMING ","9 BISHAN PLACE #01-05A SINGAPORE 579837"
"In-Mall & Building","Lot One","RETAIL","DORRA SLIMMING ","21 CHOA CHU KANG AVENUE 4 #02-21D/E SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RETAIL","DORRA SLIMMING ","1 NORTHPOINT DRIVE #B1-118/119 SINGAPORE 768019"
"In-Mall & Building","Holland Road Shopping Centre","RETAIL","DOUBLE SPRING ENTERPRISE","211 HOLLAND AVENUE #02-27/28 SINGAPORE 278967"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","DOUGH CULTURE","11 BIDADARI PARK DRIVE #B1-K26 SINGAPORE 367803"
"In-Mall & Building","Tampines Mall","RESTAURANT","DOUGH CULTURE","4 TAMPINES CENTRAL 5 #B1-K16 SINGAPORE 529510"
"In-Mall & Building","NEX","RESTAURANT","DOUGH CULTURE","23 SERANGOON CENTRAL #B2-09 SINGAPORE 556083"
"In-Mall & Building","Northpoint City","RESTAURANT","DOUGH CULTURE","930 YISHUN AVENUE 2 #B1-10 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","DOUGH CULTURE","83 PUNGGOL CENTRAL #01-K5 SINGAPORE 828761"
"Street","Joo Chiat Road","RESTAURANT","DOUGH IT YOURSELF","340 JOO CHIAT ROAD SINGAPORE 427588"
"In-Mall & Building","Bedok Mall","RETAIL","DR J ","311 NEW UPPER CHANGI ROAD #01-53 SINGAPORE 467360"
"In-Mall & Building","Northpoint City","RETAIL","DR KONG","1 NORTHPOINT DRIVE #02-113 SINGAPORE 768019"
"Street","Tanjong Pagar Road","RETAIL","DR LASH","88A TANJONG PAGAR ROAD SINGAPORE 088509"
"In-Mall & Building","Westgate","RETAIL","DR LASH GATEWAY","3 GATEWAY DRIVE #05-03 SINGAPORE 608532"
"In-Mall & Building","Westgate","RETAIL","DREAME","3 GATEWAY DRIVE #03-35 SINGAPORE 608532"
"In-Mall & Building","IMM Building","RETAIL","DREAMS STUDIO","2 JURONG EAST STREET 21 #03-30A SINGAPORE 609601"
"In-Mall & Building","The Arcade","RETAIL","DRESS DOT","11 COLLYER QUAY #02-14A SINGAPORE 049317"
"In-Mall & Building","Holland Road Shopping Centre","RETAIL","DRESS ROOM","211 HOLLAND AVENUE #03-33B SINGAPORE 278967"
"In-Mall & Building","Chijmes","RESTAURANT","DRINKS&CO, GRILL & COCKTAILS","30 VICTORIA STREET #01-21/22 SINGAPORE 187996"
"In-Mall & Building","One Raffles Place","RESTAURANT","DRIP BAKERY ","1 RAFFLES PLACE #01-08 SINGAPORE 048616"
"Street","Seng Poh Road","RESTAURANT","DRIP BAKERY ","71 SENG POH ROAD #01-37 SINGAPORE 160071"
"Street","Haji Lane","RETAIL","DRUNKEN BALLOON","84 HAJI LANE SINGAPORE 189273"
"Street","Joo Chiat Road","RETAIL","D'SNACK STATION","90 JOO CHIAT ROAD SINGAPORE 427384"
"In-Mall & Building","Myvillage - Serangoon","RESTAURANT","DUKE BAKERY","1 MAJU AVENUE #B1-21/22 SINGAPORE 556679"
"In-Mall & Building","Change Alley","RESTAURANT","DUNGEON BY II FIORE","30 RAFFLES PLACE #01-16 SINGAPORE 048622"
"In-Mall & Building","Plaza Singapura","RESTAURANT","DUNKIN DONUTS","68 ORCHARD ROAD #B2-57 SINGAPORE 238839"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","DUNKIN DONUTS","11 BIDADARI PARK DRIVE #B1-K54/K57 SINGAPORE 367803"
"Street","Paya Lebar Mrt Station","RESTAURANT","DUNKIN DONUTS","30 PAYA LEBAR ROAD #01-03 SINGAPORE 409006"
"In-Mall & Building","Bedok Mall","RESTAURANT","DUNKIN DONUTS","311 NEW UPPER CHANGI ROAD #B2-K7 SINGAPORE 467360"
"In-Mall & Building","Tampines Mrt Station","RESTAURANT","DUNKIN DONUTS","20 TAMPINES CENTRAL 1 #01-20 SINGAPORE 529538"
"In-Mall & Building","West Mall","RESTAURANT","DUNKIN DONUTS","1 BUKIT BATOK CENTRAL LINK #01-K1/K5 SINGAPORE 658713"
"In-Mall & Building","Northpoint City","RESTAURANT","DUNKIN DONUTS","930 YISHUN AVENUE 2 #B1-17 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","DUNKIN DONUTS","83 PUNGGOL CENTRAL #B1-K3 SINGAPORE 828761"
"In-Mall & Building","Parkway Parade","RETAIL","DUNLOPILLO","80 MARINE PARADE ROAD #04-04 SINGAPORE 449269"
"In-Mall & Building","IMM Building","RETAIL","DUNLOPILLO","2 JURONG EAST STREET 21 #03-54 SINGAPORE 609601"
"In-Mall & Building","Chijmes","RESTAURANT","DUOMO RISTORANTE ","30 VICTORIA STREET #01-32 SINGAPORE 187996"
"In-Mall & Building","NEX","RETAIL","DUOZOULU","23 SERANGOON CENTRAL #B1-56 SINGAPORE 556083"
"In-Mall & Building","Junction 8","RETAIL","DUOZOULU","9 BISHAN PLACE #02-51 SINGAPORE 579837"
"In-Mall & Building","Guoco Tower","RESTAURANT","DUSK X DAWN","5 WALLICH STREET #01-17/18 SINGAPORE 078883"
"Street","Telok Ayer Street","RETAIL","DYLAN & SON","161B TELOK AYER STREET SINGAPORE 068615"
"In-Mall & Building","Tanjong Pagar Plaza","RETAIL","DYNAMIC PHOTOTRONICS","1 TANJONG PAGAR PLAZA #01-51 SINGAPORE 082001"
"In-Mall & Building","Westgate","RESTAURANT","DYNASTY","3 GATEWAY DRIVE #02-13 SINGAPORE 608532"
"Street","Mohamed Sultan Road","RESTAURANT","EARLY AFTER","33 MOHAMED SULTAN ROAD #01-01 SINGAPORE 238977"
"Street","Jalan Pinang","RESTAURANT","EARLYBIRD","17 JALAN PINANG SINGAPORE 199149"
"In-Mall & Building","Bugis Cube","RETAIL","EASEFUL EARS ","470 NORTH BRIDGE ROAD #02-03 SINGAPORE 188735"
"Street","South Bridge Road","RETAIL","EAST INSPIRATIONS","256 SOUTH BRIDGE ROAD SINGAPORE 058805"
"Street","Joo Chiat Road","RESTAURANT","EAST TREASURE PRAWN NOODLE","328 JOO CHIAT ROAD #01-01 SINGAPORE 427585"
"In-Mall & Building","The Star Vista","RESTAURANT","EAT","1 VISTA EXCHANGE GREEN #B1-38 SINGAPORE 138617"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","EAT","11 BIDADARI PARK DRIVE #B1-K40 SINGAPORE 367803"
"In-Mall & Building","Bedok Mall","RESTAURANT","EAT","311 NEW UPPER CHANGI ROAD #B2-K14 SINGAPORE 467360"
"In-Mall & Building","NEX","RESTAURANT","EAT","23 SERANGOON CENTRAL #01-59/60 SINGAPORE 556083"
"In-Mall & Building","Westgate","RESTAURANT","EAT","3 GATEWAY DRIVE #B2-K13/K14 SINGAPORE 608532"
"In-Mall & Building","IMM Building","RESTAURANT","EAT","2 JURONG EAST STREET 21 #01-K08 SINGAPORE 609601"
"In-Mall & Building","Lot One","RESTAURANT","EAT","21 CHOA CHU KANG AVENUE 4 #B1-K3 SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RESTAURANT","EAT","930 YISHUN AVENUE 2 #B2-14 SINGAPORE 769098"
"Street","Paya Lebar Mrt Station","RESTAURANT","EAT FRESH FEEL FRESH","30 PAYA LEBAR ROAD #01-10 SINGAPORE 409006"
"In-Mall & Building","Plaza Singapura","RESTAURANT","EATPIZZA","68 ORCHARD ROAD #B2-38 SINGAPORE 238839"
"In-Mall & Building","IMM Building","RESTAURANT","EATPIZZA","2 JURONG EAST STREET 21 #01-K11 SINGAPORE 609601"
"In-Mall & Building","Plaza Singapura","RETAIL","ECCO SHOES","68 ORCHARD ROAD #01-08 SINGAPORE 238839"
"In-Mall & Building","Tampines Mall","RETAIL","ECCO SHOES","4 TAMPINES CENTRAL 5 #01-01/02 SINGAPORE 529510"
"In-Mall & Building","Westgate","RETAIL","ECCO SHOES","3 GATEWAY DRIVE #01-19 SINGAPORE 608532"
"In-Mall & Building","IMM Building","RETAIL","ECCO SHOES","2 JURONG EAST STREET 21 #01-58(P) SINGAPORE 609601"
"In-Mall & Building","Hong Leong Building","RETAIL","EDEN COTTAGE","16 RAFFLES QUAY #B1-40 SINGAPORE 048581"
"Street","Tanjong Pagar Road","RETAIL","EDEN LOFT HAIR SALON","108 TANJONG PAGAR ROAD #02-01 SINGAPORE 088526"
"In-Mall & Building","I12 Katong","RESTAURANT","EDITH PATISSERIE","112 EAST COAST ROAD #B1-30 SINGAPORE 428802"
"In-Mall & Building","Myvillage - Serangoon","RESTAURANT","EDITH PATISSERIE","1 MAJU AVENUE #01-24 SINGAPORE 556679"
"In-Mall & Building","Raffles City","RETAIL","EDITION RAFFLES CITY","252 NORTH BRIDGE ROAD #01-34 SINGAPORE 179103"
"In-Mall & Building","Maxwell Chamber","RESTAURANT","EEE MO BBQ","32 MAXWELL ROAD #01-04 SINGAPORE 069115"
"In-Mall & Building","Bugis Junction","RETAIL","EICHITOO","200 VICTORIA STREET #01-24/24A/25/25A SINGAPORE 188021"
"In-Mall & Building","International Plaza","RETAIL","ELEGANCE BEAUTY & SCALP CENTRE","10 ANSON ROAD #02-25/26 SINGAPORE 079903"
"In-Mall & Building","International Plaza","RETAIL","ELEGANCE BEAUTY & SLIMMING CENTRE","10 ANSON ROAD #02-25/26/27 SINGAPORE 079903"
"In-Mall & Building","Northpoint City","RETAIL","E-LIFE ENTERPRISE ","930 YISHUN AVENUE 2 #B1-31 SINGAPORE 769098"
"Street","Neil Road","RETAIL","ELIZABETH WILLIAM","69 NEIL ROAD SINGAPORE 088899"
"In-Mall & Building","Raffles Xchange","RETAIL","ELM TREE ","5 RAFFLES PLACE #B1-71 SINGAPORE 048618"
"Street","Joo Chiat Road","RETAIL","EMGALLERY","426A JOO CHIAT ROAD #01-03 SINGAPORE 427644"
"In-Mall & Building","Plaza Singapura","RETAIL","EMICAKES","68 ORCHARD ROAD #B2-60 SINGAPORE 238839"
"In-Mall & Building","West Mall","RETAIL","EMPIRE CHARME","1 BUKIT BATOK CENTRAL LINK #03-18 SINGAPORE 658713"
"Street","Amoy Street","RESTAURANT","EMPLOYEES ONLY","112 AMOY STREET #01-01 SINGAPORE 069932"
"Street","Middle Road","RESTAURANT","EN SUSHI","112 MIDDLE ROAD #01-00 SINGAPORE 188970"
"In-Mall & Building","Bedok Mall","RESTAURANT","ENCIK TAN","311 NEW UPPER CHANGI ROAD #B1-41/42 SINGAPORE 467360"
"In-Mall & Building","Tampines Mall","RESTAURANT","ENCIK TAN","4 TAMPINES CENTRAL 5 #B1-11 SINGAPORE 529510"
"In-Mall & Building","IMM Building","RESTAURANT","ENCIK TAN","2 JURONG EAST STREET 21 #01-89 SINGAPORE 609601"
"In-Mall & Building","West Mall","RESTAURANT","ENCIK TAN","1 BUKIT BATOK CENTRAL LINK #01-01/36 SINGAPORE 658713"
"In-Mall & Building","Northpoint City","RESTAURANT","ENCIK TAN","930 YISHUN AVENUE 2 #01-07 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","ENCIK TAN","83 PUNGGOL CENTRAL #B2-03 SINGAPORE 828761"
"Street","Upper Cross Street","RETAIL","ENHANCE ORGANIC BIOTECHNOLOGY INC","46 UPPER CROSS STREET #01-02A SINGAPORE 058345"
"In-Mall & Building","International Plaza","RESTAURANT","ENISHI","10 ANSON ROAD #02-85A SINGAPORE 079903"
"Street","Sago Street","RETAIL","ENJOY TEA","32 SAGO STREET SINGAPORE 059025"
"In-Mall & Building","Change Alley","RETAIL","ENSO HAIR STUDIO","30 RAFFLES PLACE #02-17/18 SINGAPORE 048622"
"In-Mall & Building","Plaza Singapura","RESTAURANT","EPIDO'R","68 ORCHARD ROAD #B2-24 SINGAPORE 238839"
"In-Mall & Building","Plaza Singapura","RETAIL","EPITEX","68 ORCHARD ROAD #04-08 SINGAPORE 238839"
"In-Mall & Building","Parkway Parade","RETAIL","EPITEX","80 MARINE PARADE ROAD #03-23 SINGAPORE 449269"
"In-Mall & Building","Tampines Mall","RETAIL","EPITEX","4 TAMPINES CENTRAL 5 #03-28/29 SINGAPORE 529510"
"In-Mall & Building","NEX","RETAIL","EPITEX","23 SERANGOON CENTRAL #03-25/26 SINGAPORE 556083"
"In-Mall & Building","Junction 8","RETAIL","EPITEX","9 BISHAN PLACE #04-07 SINGAPORE 579837"
"In-Mall & Building","Westgate","RETAIL","EPITEX","3 GATEWAY DRIVE #03-41 SINGAPORE 608532"
"In-Mall & Building","IMM Building","RETAIL","EPITEX","2 JURONG EAST ST 21 #02-65 SINGAPORE 609601"
"In-Mall & Building","Lot One","RETAIL","EPITEX","21 CHOA CHU KANG AVENUE 4 #03-16 SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RETAIL","EPITEX","930 YISHUN AVENUE 2 #B1-26 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RETAIL","EPITEX","83 PUNGGOL CENTRAL #B1-27 SINGAPORE 828761"
"In-Mall & Building","Tanjong Pagar Plaza","RESTAURANT","EQUATE","1 TANJONG PAGAR PLAZA #02-25 SINGAPORE 082001"
"Street","East Coast Park","RETAIL","ERNSKATES RETAIL","920 EAST COAST PARKWAY #01-14 SINGAPORE 449875"
"In-Mall & Building","Bugis Cube","RETAIL","ESPANA LINE","470 NORTH BRIDGE ROAD #02-01A SINGAPORE 188735"
"Street","Amoy Street","RESTAURANT","ESPOIR","70 AMOY STREET SINGAPORE 069889"
"Street","South Bridge Road","RESTAURANT","ESPRESSO.DOC","68 SOUTH BRIDGE ROAD #01-01 SINGAPORE 058698"
"In-Mall & Building","Marina Bay Link Mall","RETAIL","ESSENSUALS BY TONI&GUY","8A MARINA BOULEVARD #B2-22 SINGAPORE 018984"
"Street","Tras Street","RETAIL","ESTHECLINIC","72 TRAS STREET SINGAPORE 079011"
"In-Mall & Building","Holland Piazza","RETAIL","ESTHECLINIC","3 LORONG LIPUT #02-02 SINGAPORE 277725"
"Street","Joo Chiat Road","RETAIL","ESTHECLINIC","424 JOO CHIAT ROAD SINGAPORE 427643"
"In-Mall & Building","Myvillage - Serangoon","RETAIL","ESTHECLINIC","1 MAJU AVENUE #02-15/18 SINGAPORE 556679"
"Street","Duxton Road","RESTAURANT","ETNA RESTAURANT & PIZZERIA","49/50 DUXTON ROAD SINGAPORE 089513"
"Street","Upper East Coast Road","RESTAURANT","ETNA RESTAURANT & PIZZERIA","110 UPPER EAST COAST ROAD SINGAPORE 455298"
"In-Mall & Building","Change Alley","RETAIL","EU YAN SANG ","30 RAFFLES PLACE #02-10/11 SINGAPORE 048622"
"Street","Upper Cross Street","RETAIL","EU YAN SANG ","26 UPPER CROSS STREET SINGAPORE 058336"
"In-Mall & Building","Bugis Junction","RETAIL","EU YAN SANG ","230 VICTORIA STREET #B1-03 SINGAPORE 188021"
"In-Mall & Building","Plaza Singapura","RETAIL","EU YAN SANG ","68 ORCHARD ROAD #B2-09/10 SINGAPORE 238839"
"In-Mall & Building","The Woodleigh Mall","RETAIL","EU YAN SANG ","11 BIDADARI PARK DRIVE #B1-34 SINGAPORE 367803"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","EU YAN SANG ","10 PAYA LEBAR ROAD PLQ MALL #B2-12 SINGAPORE 409057"
"In-Mall & Building","Parkway Parade","RETAIL","EU YAN SANG ","80 MARINE PARADE ROAD #03-26A SINGAPORE 449269"
"In-Mall & Building","Bedok Mall","RETAIL","EU YAN SANG ","311 NEW UPPER CHANGI ROAD #B2-16 SINGAPORE 467360"
"In-Mall & Building","Tampines Mall","RETAIL","EU YAN SANG ","4 TAMPINES CENTRAL 5 #B1-17 SINGAPORE 529510"
"In-Mall & Building","NEX","RETAIL","EU YAN SANG ","23 SERANGOON CENTRAL #03-41 SINGAPORE 556083"
"In-Mall & Building","Junction 8","RETAIL","EU YAN SANG ","9 BISHAN PLACE #B1-18 SINGAPORE 579837"
"In-Mall & Building","West Mall","RETAIL","EU YAN SANG ","1 BUKIT BATOK CENTRAL LINK #01-08 SINGAPORE 658713"
"In-Mall & Building","Lot One","RETAIL","EU YAN SANG ","21 CHOA CHU KANG AVENUE 4 #B1-08/09 SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RETAIL","EU YAN SANG ","1 NORTHPOINT DRIVE #B2-163 SINGAPORE 768019"
"In-Mall & Building","Punggol Waterway Point","RETAIL","EU YAN SANG ","83 PUNGGOL CENTRAL #B2-28 SINGAPORE 828761"
"In-Mall & Building","NEX","RETAIL","EUBIQ SOLAR","23 SERANGOON CENTRAL #04-K18 SINGAPORE 556083"
"In-Mall & Building","IMM Building","RETAIL","EUBIQ SOLAR","2 JURONG EAST STREET 21 #02-62 SINGAPORE 609601"
"Street","Pagoda Street","SERVICES","EUROBEST TAILOR","49 PAGODA STREET SINGAPORE 059190"
"Street","Sago Street","SERVICES","EUROBEST TAILOR ","10 SAGO STREET #01-01 SINGAPORE 059190"
"In-Mall & Building","Bedok Mall","RETAIL","EUROTEX","311 NEW UPPER CHANGI ROAD #B1-61 SINGAPORE 467360"
"In-Mall & Building","Westgate","RETAIL","EUROTEX","3 GATEWAY DRIVE #03-42 SINGAPORE 608532"
"In-Mall & Building","Northpoint City","RETAIL","EUROTEX","1 NORTHPOINT DRIVE #B1-131 SINGAPORE 768019"
"Street","Tiong Bahru Road","RESTAURANT","EVER DRAGON CAFE ","920 TIONG BAHRU ROAD REDHILL MRT STATION #01-11 SINGAPORE 158792"
"In-Mall & Building","Bedok Mall","RETAIL","EVERBEST","311 NEW UPPER CHANGI ROAD #01-25 SINGAPORE 467360"
"In-Mall & Building","IMM Building","RETAIL","EVERBEST","2 JURONG EAST STREET 21 #01-K30 SINGAPORE 609601"
"In-Mall & Building","Parkway Parade","RETAIL","EVERGREEN GROUP","80 MARINE PARADE ROAD #03-25 SINGAPORE 449269"
"In-Mall & Building","IMM Building","RETAIL","EVISU","2 JURONG EAST STREET 21 #01-119 SINGAPORE 609601"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","EX STYLE","10 PAYA LEBAR ROAD #04-18/19 SINGAPORE 409057"
"In-Mall & Building","Northpoint City","RETAIL","EX STYLE","930 YISHUN AVENUE 2 #03-01 SINGAPORE 769298"
"In-Mall & Building","The Woodleigh Mall","RETAIL","EX STYLE PRESTIGE","11 BIDADARI PARK DRIVE #02-43/44 SINGAPORE 367803"
"In-Mall & Building","Tanjong Pagar Plaza","RETAIL","EXCLUSIVE HAIR STUDIO","1 TANJONG PAGAR PLAZA #02-19 SINGAPORE 082001"
"Street","Joo Chiat Road","RETAIL","EXPAT HAIR STUDIO","422 JOO CHIAT ROAD SINGAPORE 427642"
"In-Mall & Building","Westgate","RETAIL","EXPERT BEAUTE","3 GATEWAY DRIVE #03-22 SINGAPORE 608532"
"In-Mall & Building","Bugis Junction","RETAIL","EXPLORER AUTHENTIC","200 VICTORIA STREET #03-18 SINGAPORE 188021"
"In-Mall & Building","Tampines Mall","RESTAURANT","EXPRESS TEPPAN-YAKI","4 TAMPINES CENTRAL 5 #B1-K22 SINGAPORE 529510"
"In-Mall & Building","Siglap Centre","RETAIL","EYE BRACES CLINIC ","55 SIGLAP ROAD #B1-18 SINGAPORE 455871"
"In-Mall & Building","Marina Bay Link Mall","RETAIL","EYE PRACTICE","8A MARINA BOULEVARD #B2-08 SINGAPORE 018984"
"In-Mall & Building","The Woodleigh Mall","RETAIL","EYECARE STUDIO","11 BIDADARI PARK DRIVE #01-22/23 SINGAPORE 367803"
"In-Mall & Building","NEX","RETAIL","EYECARE STUDIO","23 SERANGOON CENTRAL #04-58 SINGAPORE 556083"
"In-Mall & Building","NEX","RETAIL","EYECHAMP OPTOMETRISTS","23 SERANGOON CENTRAL #B1-50/51 SINGAPORE 556083"
"In-Mall & Building","Punggol Waterway Point","RETAIL","EYECHAMP OPTOMETRISTS","83 PUNGGOL CENTRAL #02-31 SINGAPORE 828761"
"In-Mall & Building","Bugis Junction","RETAIL","EYEDENTITY","200 VICTORIA STREET #01-64/64A SINGAPORE 188021"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","EYEDENTITY","10 PAYA LEBAR ROAD #01-12/13 SINGAPORE 409057"
"In-Mall & Building","West Mall","RETAIL","EYELINK","1 BUKIT BATOK CENTRAL LINK #02-03 SINGAPORE 658713"
"In-Mall & Building","International Plaza","RETAIL","EYES FUSION OPTOMETRISTS","10 ANSON ROAD #01-71 SINGAPORE 079903"
"In-Mall & Building","West Mall","RETAIL","EYESIGHT EYEWEAR","1 BUKIT BATOK CENTRAL LINK #04-05 SINGAPORE 658713"
"Street","Lorong Liput","RETAIL","FACE BISTRO","25C LORONG LIPUT SINGAPORE 277735"
"Street","Middle Road","RESTAURANT","FAME COFFEE","108 MIDDLE ROAD #01-01 SINGAPORE 188967"
"Street","Stanley Street","RESTAURANT","FAMILLE BY AU MARIAGE","10 STANLEY STREET #02-02 SINGAPORE 068729"
"In-Mall & Building","Plaza Singapura","RETAIL","FAMOUS AMOS","68 ORCHARD ROAD #B2-30 SINGAPORE 238839"
"In-Mall & Building","Parkway Parade","RETAIL","FAMOUS AMOS","80 MARINE PARADE ROAD #B1-61 SINGAPORE 449269"
"In-Mall & Building","Tampines Mall","RETAIL","FAMOUS AMOS","4 TAMPINES CENTRAL 5 #B1-K15 SINGAPORE 529510"
"In-Mall & Building","Northpoint City","RETAIL","FAMOUS AMOS","930 YISHUN AVENUE 2 #B1-16 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RETAIL","FAMOUS AMOS","83 PUNGGOL CENTRAL #B2-K11 SINGAPORE 828761"
"In-Mall & Building","NEX","RETAIL","FAMOUS AMOUS","23 SERANGOON CENTRAL #03-K5/K6 SINGAPORE 556083"
"In-Mall & Building","Bugis+","RETAIL","FANKA","201 VICTORIA STREET #02-24 SINGAPORE 188067"
"In-Mall & Building","Plaza Singapura","RETAIL","FASH MOB","68 ORCHARD ROAD #B1-18 SINGAPORE 238839"
"In-Mall & Building","The Sail - Marina Bay","RETAIL","FASTPOKE MART","2 MARINA BOULEVARD #B1-08A SINGAPORE 018987"
"In-Mall & Building","Tampines Mall","RESTAURANT","FEI SIONG","4 TAMPINES CENTRAL 5 #B1-K9 SINGAPORE 529510"
"In-Mall & Building","Junction 8","RESTAURANT","FEI SIONG","9 BISHAN PLACE #B1-K9 SINGAPORE 579837"
"In-Mall & Building","Northpoint City","RESTAURANT","FENG FOOD","1 NORTHPOINT DRIVE #B1-156 SINGAPORE 768019"
"Street","South Bridge Road","RETAIL","FENGJIU FLAGSHIP STORE","260 SOUTH BRIDGE ROAD SINGAPORE 058809"
"Street","South Bridge Road","RESTAURANT","FERNWEH CAFE","237 & 239 SOUTH BRIDGE ROAD #01-02 SINGAPORE 058786"
"Street","Beach Road","RESTAURANT","FIKA SWEDISH CAFE AND BISTRO","257 BEACH ROAD SINGAPORE 199539"
"In-Mall & Building","Bugis Junction","RETAIL","FILA","200 VICTORIA STREET #01-107/108 SINGAPORE 188021"
"In-Mall & Building","Westgate","RETAIL","FILA","3 GATEWAY DRIVE #01-41 SINGAPORE 608532"
"In-Mall & Building","IMM Building","RETAIL","FILA","2 JURONG EAST ST 21 #02-01 SINGAPORE 609601"
"In-Mall & Building","IMM Building","RETAIL","FILA KIDS","2 JURONG EAST ST 21 #02-21 SINGAPORE 609601"
"Street","Duxton Road","RETAIL","FINDER BY COVO","31 DUXTON ROAD SINGAPORE 089495"
"Street","One Fullerton","RETAIL","FIORUCCI AVEDA SALON","1 FULLERTON ROAD #01-04 SINGAPORE 049178"
"Street","Craig Road","RESTAURANT","FIRANGI SUPERSTAR","20 CRAIG ROAD #01-03 SINGAPORE 089692"
"Street","East Coast Road","RETAIL","FIRST EYEWEAR CENTRE","713 EAST COAST ROAD SINGAPORE 459066"
"In-Mall & Building","Northpoint City","RETAIL","FIRST LADY NAILS & BEAUTY","930 YISHUN AVENUE 2 #03-29 SINGAPORE 730768"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","FISH & CO ","11 BIDADARI PARK DRIVE #01-37 SINGAPORE 367803"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","FISH & CO ","83 PUNGGOL CENTRAL #B1-18 SINGAPORE 828761"
"In-Mall & Building","Parkway Parade","RETAIL","FISH MART SAKURAYA","80 MARINE PARADE ROAD #B1-84D SINGAPORE 449269"
"In-Mall & Building","Tampines Mall","RETAIL","FITFLOP","4 TAMPINES CENTRAL 5 #02-22 SINGAPORE 529510"
"In-Mall & Building","IMM Building","RETAIL","FITFLOP","2 JURONG EAST ST 21 #02-#02 SINGAPORE 609601"
"In-Mall & Building","International Plaza","SERVICES","FITTING IMAGE","10 ANSON ROAD #02-03 SINGAPORE 079903"
"In-Mall & Building","Plaza Singapura","RESTAURANT","FIVE GUYS SINGAPORE ","68 ORCHARD ROAD #01-32/33/34C/35 SINGAPORE 238839"
"Street","Tanjong Pagar Road","RESTAURANT","FIVE OARS COFFEE ROASTERS ","43 TANJONG PAGAR ROAD #01-01 SINGAPORE 088464"
